Name,ROUGE-L,BLEU-4,METEOR,BERTScore,BLEURT,SIDE_true,SIDE_pred
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-1-eval.json/Azure/azure-sdk-for-python,0.17371381873977138,0.032234330271049154,0.3333803340188039,0.5594571533232082,0.4968253123132806,0.24571481429281747,0.7212236410059668
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-1-eval.json/streamlink/streamlink,0.1258064762911185,0.006449908351765491,0.22517035729245824,0.5259592021639282,0.5020913932774518,0.22773472655161814,0.7426132310081173
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-1-eval.json/open-mmlab/mmcv,0.09474812581507056,0.006278761583739537,0.2149740069512737,0.49493234008550646,0.47120679418245953,0.20503506852934758,0.8864893607795239
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-8-eval.json/total,0.44636934350795404,0.17230862298312988,0.46138966265825354,0.7604784162405407,0.6026647368043883,0.21233642402176672,0.12972697127083543
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-8-eval.json/apache/airflow,0.3578781335135286,0.04964841480246367,0.35758727856047356,0.7203059303059297,0.5432671092538273,0.19128735236385289,0.05909792501698522
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-8-eval.json/Azure/azure-sdk-for-python,0.6460835505911423,0.44685105010335835,0.6741079502220552,0.8437363432969159,0.7251104605704667,0.24571481429281747,0.23980255731143932
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-8-eval.json/streamlink/streamlink,0.3296475006362464,0.04448030432934245,0.3254488722676169,0.7223986564455805,0.5472147650009876,0.22773472655161814,0.15907783151881114
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-8-eval.json/open-mmlab/mmcv,0.3949822013511028,0.06860703229091332,0.48862657436167045,0.7492534289757411,0.5877180010080337,0.20503506852934758,0.140672158729285
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-5-eval.json/total,0.44048603730130187,0.1784930393535421,0.4621473252044421,0.7514161540763845,0.6063854963178966,0.21233642402176672,0.16703100475105953
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-5-eval.json/apache/airflow,0.3551477355843239,0.04724806128816975,0.3528393044093442,0.7140761222558863,0.5435347838612163,0.19128735236385289,0.09192460224908941
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-5-eval.json/Azure/azure-sdk-for-python,0.6481849944003149,0.484852773563053,0.6975556268360638,0.835902319866636,0.7428378927924855,0.24571481429281747,0.2869021632719921
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-5-eval.json/streamlink/streamlink,0.3196960441418861,0.02639932138775652,0.3230512929726144,0.7106639783124666,0.5402323386153659,0.22773472655161814,0.15677296488571005
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-5-eval.json/open-mmlab/mmcv,0.338912625968901,0.034546313645244825,0.43886673720546804,0.7183676804105441,0.5714379052321116,0.20503506852934758,0.2182166690627734
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-3-eval.json/total,0.3477717304594973,0.11677828697053597,0.40685261110535204,0.6851217192470583,0.5702679815792269,0.21233642402176672,0.3299713508623465
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-3-eval.json/apache/airflow,0.28233166268228904,0.03147666099215186,0.31996994824303826,0.6565250282427844,0.5219038399177439,0.19128735236385289,0.28525370754082413
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-3-eval.json/Azure/azure-sdk-for-python,0.510087853965576,0.3161025369308551,0.6039251703386247,0.7540535932851706,0.671475666857924,0.24571481429281747,0.3938373990568072
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-3-eval.json/streamlink/streamlink,0.23280443008962895,0.012679514674894627,0.27685272167084735,0.6365838860337799,0.5299859363082293,0.22773472655161814,0.36537649734197436
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-3-eval.json/open-mmlab/mmcv,0.28489717257086633,0.028835127812066867,0.37132263450565806,0.6637753933668137,0.5458902031183243,0.20503506852934758,0.3401397453310589
starcoder2-15b-instruct-v0.1/method-level-mcsn-few-shot-9-eval.json/total,0.455492762180978,0.17702169837532922,0.4531079670150621,0.7603801411967124,0.596502628667331,0.21233642402176672,0.1500122803737116
